Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
bfloat16-eager,microsoft/phi-1_5,0.025,0.0216381435394287,46.357,991003.912,3023.634,pytorch,bfloat16,Unquantized,Eager,No Kernel,PhiForCausalLM,1.383,7.06,1
float16-eager,microsoft/phi-1_5,0.029,0.0202106876373291,48.984,997659.646,3023.634,pytorch,float16,Unquantized,Eager,No Kernel,PhiForCausalLM,1.303,7.06,1
4bit-awq-exllama-v2-fa2,microsoft/phi-1_5,0.03,0.0201635837554931,49.44,1236952.879,1228.712,pytorch,float16,AWQ.4bit,FAv2,No Kernel,PhiForCausalLM,1.304,7.06,1
4bit-awq-exllama-v1-fa2,microsoft/phi-1_5,0.238,0.0198958082199096,49.95,1164524.037,1193.06,pytorch,float16,AWQ.4bit,FAv2,No Kernel,PhiForCausalLM,1.499,7.06,1
4bit-awq-gemv-sdpa,microsoft/phi-1_5,0.031,0.019620864868164,51.395,1256234.845,1193.06,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,PhiForCausalLM,1.26,7.06,1
bfloat16-fa2,microsoft/phi-1_5,0.021,0.0194815998077392,51.578,1053747.495,3022.613,pytorch,bfloat16,Unquantized,FAv2,No Kernel,PhiForCausalLM,1.25,7.06,1
4bit-awq-exllama-v2-sdpa,microsoft/phi-1_5,0.028,0.0189511680603027,53.016,1326705.918,1228.712,pytorch,float16,AWQ.4bit,SDPA,No Kernel,PhiForCausalLM,1.221,7.06,1
float32-eager,microsoft/phi-1_5,0.055,0.018717695236206,53.048,889429.34,5949.832,pytorch,float32,Unquantized,Eager,No Kernel,PhiForCausalLM,1.239,7.06,1
float16-fa2,microsoft/phi-1_5,0.024,0.0186449928283691,53.187,1062537.202,3022.613,pytorch,float16,Unquantized,FAv2,No Kernel,PhiForCausalLM,1.203,7.06,1
bfloat16-sdpa,microsoft/phi-1_5,0.021,0.0187084808349609,53.949,1084073.301,3022.613,pytorch,bfloat16,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.191,7.06,1
float16-sdpa,microsoft/phi-1_5,0.024,0.0183818244934082,54.738,1094223.905,3022.613,pytorch,float16,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.181,7.06,1
4bit-awq-exllama-v1-sdpa,microsoft/phi-1_5,0.235,0.0181166076660156,54.828,1246767.399,1193.06,pytorch,float16,AWQ.4bit,SDPA,No Kernel,PhiForCausalLM,1.382,7.06,1
float32-sdpa,microsoft/phi-1_5,0.052,0.0178943996429443,55.149,915425.161,5949.832,pytorch,float32,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.19,7.06,1
8bit-bnb-eager,google/recurrentgemma-2b,0.455,0.0979312629699707,10.15,258193.932,3823.073,pytorch,float16,BnB.8bit,Eager,No Kernel,RecurrentGemmaForCausalLM,6.656,6.94,2
4bit-bnb-eager,google/recurrentgemma-2b,0.42,0.0534435844421386,18.55,431573.002,2965.807,pytorch,float16,BnB.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,3.804,6.94,2
4bit-awq-gemm-eager,google/recurrentgemma-2b,0.39,0.0417863693237304,23.764,575498.608,2860.169,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,RecurrentGemmaForCausalLM,3.045,6.94,2
4bit-awq-gemv-eager,google/recurrentgemma-2b,0.387,0.0355266551971435,28.156,659161.88,2866.661,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,RecurrentGemmaForCausalLM,2.615,6.94,2
4bit-awq-exllama-v2-eager,google/recurrentgemma-2b,0.397,0.0351211509704589,28.722,706883.566,2901.064,pytorch,float16,AWQ.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,2.598,6.94,2
4bit-awq-exllama-v1-eager,google/recurrentgemma-2b,0.526,0.035147777557373,28.754,669086.964,2859.121,pytorch,float16,AWQ.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,2.723,6.94,2
float16-eager,google/recurrentgemma-2b,0.384,0.0338585586547851,29.087,579988.941,5879.093,pytorch,float16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.537,6.94,2
4bit-gptq-exllama-v2-eager,google/recurrentgemma-2b,0.39,0.0338698234558105,29.38,690527.85,2901.572,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,RecurrentGemmaForCausalLM,2.533,6.94,2
float16-eager,google/recurrentgemma-2b,0.383,0.0334387187957763,29.478,581411.546,5879.093,pytorch,float16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.512,6.94,2
4bit-gptq-exllama-v1-eager,google/recurrentgemma-2b,0.386,0.0337694702148437,29.542,679704.832,2901.572,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,RecurrentGemmaForCausalLM,2.518,6.94,2
4bit-gptq-exllama-v2-eager,google/recurrentgemma-2b,0.384,0.0331192321777343,30.11,718793.842,2901.572,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,RecurrentGemmaForCausalLM,2.473,6.94,2
bfloat16-eager,google/recurrentgemma-2b,0.361,0.0321776638031005,30.611,604631.352,5879.093,pytorch,bfloat16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.414,6.94,2
float32-eager,google/recurrentgemma-2b,0.237,0.0323194885253906,30.837,486991.982,11790.353,pytorch,float32,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.278,6.94,2
4bit-gptq-exllama-v1-eager,google/recurrentgemma-2b,0.361,0.0320568313598632,30.868,722294.382,2901.572,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,RecurrentGemmaForCausalLM,2.4,6.94,2
float32-eager,google/recurrentgemma-2b,0.233,0.0322754554748535,30.892,491766.18,11790.353,pytorch,float32,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.273,6.94,2
bfloat16-eager,google/recurrentgemma-2b,0.36,0.03185152053833,31.09,610011.172,5879.093,pytorch,bfloat16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.386,6.94,2
4bit-awq-gemm-fa2,EleutherAI/gpt-j-6b,0.515,0.4777687072753906,2.093,29247.138,4794.439,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTJForCausalLM,30.617,6.55,6
4bit-awq-gemm-eager,EleutherAI/gpt-j-6b,0.509,0.4687820739746093,2.133,29408.71,4794.465,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTJForCausalLM,30.048,6.55,6
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-j-6b,0.297,0.2591897583007812,3.857,52881.416,4531.242,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTJForCausalLM,16.627,6.55,6
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-j-6b,0.297,0.2589972534179687,3.86,52843.477,4531.242,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTJForCausalLM,16.616,6.55,6
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-j-6b,0.29,0.2501427154541015,3.997,53872.819,4531.243,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTJForCausalLM,16.051,6.55,6
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-j-6b,0.29,0.2501304016113281,3.997,53818.336,4531.243,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTJForCausalLM,16.049,6.55,6
8bit-bnb-fa2,EleutherAI/gpt-j-6b,0.102,0.1023324127197265,9.747,234291.476,6915.311,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTJForCausalLM,6.575,6.55,6
8bit-bnb-fa2,EleutherAI/gpt-j-6b,0.101,0.1008742370605468,9.834,239829.326,6915.579,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTJForCausalLM,6.464,6.55,6
8bit-bnb-eager,EleutherAI/gpt-j-6b,0.097,0.0966052169799804,10.451,256173.995,6909.737,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTJForCausalLM,6.128,6.55,6
8bit-bnb-eager,EleutherAI/gpt-j-6b,0.095,0.092602367401123,10.714,256606.845,6910.314,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTJForCausalLM,5.956,6.55,6
4bit-bnb-fa2,EleutherAI/gpt-j-6b,0.291,0.0706979827880859,14.355,329576.815,4430.536,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTJForCausalLM,4.692,6.55,6
4bit-bnb-eager,EleutherAI/gpt-j-6b,0.284,0.0600555534362792,16.694,375454.824,4430.536,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTJForCausalLM,4.043,6.55,6
4bit-bnb-fa2,EleutherAI/gpt-j-6b,0.288,0.057457664489746,17.336,368429.974,4693.319,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTJForCausalLM,3.922,6.55,6
4bit-bnb-eager,EleutherAI/gpt-j-6b,0.281,0.0492410717010498,20.203,422488.168,4693.319,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTJForCausalLM,3.398,6.55,6
4bit-awq-gemm-fa2,EleutherAI/gpt-j-6b,0.103,0.0468807678222656,20.953,479227.077,4202.843,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTJForCausalLM,3.078,6.55,6
float16-fa2,EleutherAI/gpt-j-6b,0.092,0.0446115837097167,22.367,355179.018,12548.118,pytorch,float16,Unquantized,FAv2,No Kernel,GPTJForCausalLM,2.903,6.55,6
bfloat16-fa2,EleutherAI/gpt-j-6b,0.083,0.0446638069152832,22.372,360653.787,12548.118,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTJForCausalLM,2.899,6.55,6
float16-fa2,EleutherAI/gpt-j-6b,0.092,0.0445055999755859,22.513,358168.713,12548.9,pytorch,float16,Unquantized,FAv2,No Kernel,GPTJForCausalLM,2.894,6.55,6
bfloat16-fa2,EleutherAI/gpt-j-6b,0.083,0.0440811519622802,22.678,365739.683,12548.9,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTJForCausalLM,2.861,6.55,6
4bit-awq-gemv-fa2,EleutherAI/gpt-j-6b,0.106,0.0425748481750488,23.731,507091.866,4202.843,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPTJForCausalLM,2.781,6.55,6
4bit-awq-gemv-fa2,EleutherAI/gpt-j-6b,0.106,0.0417223854064941,24.168,534696.22,4202.843,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPTJForCausalLM,2.717,6.55,6
4bit-awq-exllama-v2-fa2,EleutherAI/gpt-j-6b,0.112,0.0414100475311279,24.308,576260.734,4342.312,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTJForCausalLM,2.711,6.55,6
4bit-awq-exllama-v1-fa2,EleutherAI/gpt-j-6b,1.07,0.0412441596984863,24.491,508422.681,4202.507,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTJForCausalLM,3.654,6.55,6
4bit-awq-gemm-eager,EleutherAI/gpt-j-6b,0.096,0.040540672302246,24.892,561413.398,4198.396,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTJForCausalLM,2.636,6.55,6
4bit-awq-exllama-v1-fa2,EleutherAI/gpt-j-6b,1.069,0.0396958560943603,25.068,540098.056,4202.507,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTJForCausalLM,3.581,6.55,6
4bit-awq-exllama-v2-fa2,EleutherAI/gpt-j-6b,0.112,0.0396385269165039,25.086,552519.834,4342.312,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTJForCausalLM,2.621,6.55,6
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-j-6b,0.109,0.0389242897033691,25.956,543780.951,4340.887,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTJForCausalLM,2.554,6.55,6
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-j-6b,0.109,0.0376524791717529,26.233,550689.45,4340.887,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTJForCausalLM,2.513,6.55,6
bfloat16-eager,EleutherAI/gpt-j-6b,0.076,0.03544575881958,28.192,414466.318,12543.514,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTJForCausalLM,2.309,6.55,6
float16-eager,EleutherAI/gpt-j-6b,0.084,0.0353986549377441,28.234,410101.861,12543.514,pytorch,float16,Unquantized,Eager,No Kernel,GPTJForCausalLM,2.315,6.55,6
float16-eager,EleutherAI/gpt-j-6b,0.085,0.0353838081359863,28.254,417387.021,12543.682,pytorch,float16,Unquantized,Eager,No Kernel,GPTJForCausalLM,2.315,6.55,6
bfloat16-eager,EleutherAI/gpt-j-6b,0.076,0.0351482887268066,28.424,422701.865,12543.682,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTJForCausalLM,2.292,6.55,6
4bit-awq-gemv-eager,EleutherAI/gpt-j-6b,0.099,0.0341478404998779,29.326,641633.941,4198.346,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPTJForCausalLM,2.255,6.55,6
4bit-awq-exllama-v2-eager,EleutherAI/gpt-j-6b,0.106,0.0331100158691406,30.264,715782.388,4336.177,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTJForCausalLM,2.192,6.55,6
4bit-awq-gemv-eager,EleutherAI/gpt-j-6b,0.099,0.0321402873992919,30.787,647174.557,4198.346,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPTJForCausalLM,2.147,6.55,6
4bit-awq-exllama-v2-eager,EleutherAI/gpt-j-6b,0.105,0.0318945274353027,31.047,704586.292,4336.177,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTJForCausalLM,2.128,6.55,6
4bit-awq-exllama-v1-eager,EleutherAI/gpt-j-6b,1.062,0.0318648319244384,31.449,646580.285,4197.764,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTJForCausalLM,3.069,6.55,6
4bit-awq-exllama-v1-eager,EleutherAI/gpt-j-6b,1.062,0.0310589437484741,32.029,634174.082,4197.764,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTJForCausalLM,3.027,6.55,6
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-j-6b,0.102,0.031248384475708,32.414,670465.494,4335.693,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTJForCausalLM,2.066,6.55,6
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-j-6b,0.102,0.0296033277511596,33.642,672221.123,4335.693,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTJForCausalLM,1.976,6.55,6
8bit-bnb-eager,openai-community/gpt2,0.029,0.0284293117523193,35.603,998799.533,257.385,pytorch,float16,BnB.8bit,Eager,No Kernel,GPT2LMHeadModel,1.802,6.51,0
8bit-bnb-eager,openai-community/gpt2,0.028,0.0269199676513671,37.269,1052401.512,241.136,pytorch,float16,BnB.8bit,Eager,No Kernel,GPT2LMHeadModel,1.718,6.51,0
8bit-bnb-fa2,openai-community/gpt2,0.026,0.0260280323028564,38.211,1060358.398,257.582,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPT2LMHeadModel,1.674,6.51,0
8bit-bnb-fa2,openai-community/gpt2,0.026,0.0258693122863769,38.558,1109910.425,241.333,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPT2LMHeadModel,1.657,6.51,0
8bit-bnb-sdpa,openai-community/gpt2,0.026,0.0251683835983276,39.486,1065436.241,257.582,pytorch,float16,BnB.8bit,SDPA,No Kernel,GPT2LMHeadModel,1.617,6.51,0
8bit-bnb-sdpa,openai-community/gpt2,0.025,0.0247818241119384,40.218,1107067.107,232.513,pytorch,float16,BnB.8bit,SDPA,No Kernel,GPT2LMHeadModel,1.588,6.51,0
4bit-bnb-eager,openai-community/gpt2,0.022,0.017966079711914,55.783,1557526.162,196.164,pytorch,float16,BnB.4bit,Eager,No Kernel,GPT2LMHeadModel,1.156,6.51,0
4bit-gptq-exllama-v1-eager,openai-community/gpt2,0.017,0.0166246395111084,60.366,1440827.622,209.725,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPT2LMHeadModel,1.066,6.51,0
4bit-bnb-fa2,openai-community/gpt2,0.019,0.0166287364959716,60.408,1621859.899,196.163,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPT2LMHeadModel,1.061,6.51,0
4bit-gptq-exllama-v2-eager,openai-community/gpt2,0.017,0.016270336151123,60.92,1400986.543,209.725,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPT2LMHeadModel,1.048,6.51,0
4bit-gptq-exllama-v1-fa2,openai-community/gpt2,0.016,0.0158719997406005,62.796,1496924.63,209.724,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPT2LMHeadModel,1.019,6.51,0
4bit-bnb-sdpa,openai-community/gpt2,0.019,0.0156221437454223,63.65,1669458.965,187.261,pytorch,float16,BnB.4bit,SDPA,No Kernel,GPT2LMHeadModel,1.005,6.51,0
4bit-gptq-exllama-v2-fa2,openai-community/gpt2,0.015,0.015682559967041,64.464,1493569.476,209.724,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPT2LMHeadModel,1.003,6.51,0
4bit-bnb-eager,openai-community/gpt2,0.019,0.0149596157073974,66.302,1778464.693,216.249,pytorch,float16,BnB.4bit,Eager,No Kernel,GPT2LMHeadModel,0.971,6.51,0
4bit-gptq-exllama-v1-sdpa,openai-community/gpt2,0.015,0.0143482875823974,67.925,1501592.121,189.171,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GPT2LMHeadModel,0.922,6.51,0
4bit-gptq-exllama-v2-sdpa,openai-community/gpt2,0.015,0.0144542722702026,68.322,1496175.789,189.171,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GPT2LMHeadModel,0.934,6.51,0
4bit-bnb-fa2,openai-community/gpt2,0.018,0.014432255744934,69.602,1915367.378,216.249,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPT2LMHeadModel,0.921,6.51,0
4bit-bnb-sdpa,openai-community/gpt2,0.018,0.0140718078613281,71.314,1937113.336,216.249,pytorch,float16,BnB.4bit,SDPA,No Kernel,GPT2LMHeadModel,0.905,6.51,0
4bit-awq-exllama-v1-eager,openai-community/gpt2,0.01,0.0091996164321899,108.613,3098347.552,344.086,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,0.592,6.51,0
float16-eager,openai-community/gpt2,0.01,0.0090071039199829,111.494,2904231.37,344.086,pytorch,float16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.575,6.51,0
bfloat16-eager,openai-community/gpt2,0.01,0.0089359197616577,111.773,2865381.106,344.086,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.575,6.51,0
4bit-gptq-exllama-v2-eager,openai-community/gpt2,0.011,0.0088238077163696,113.861,3129900.538,216.903,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPT2LMHeadModel,0.568,6.51,0
4bit-awq-exllama-v2-eager,openai-community/gpt2,0.01,0.0086876163482666,113.872,3032548.691,344.086,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,0.567,6.51,0
4bit-awq-gemv-eager,openai-community/gpt2,0.01,0.0086256480216979,114.608,3072460.081,344.086,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPT2LMHeadModel,0.559,6.51,0
4bit-awq-gemm-eager,openai-community/gpt2,0.01,0.0087654399871826,114.749,3098225.652,344.086,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPT2LMHeadModel,0.562,6.51,0
bfloat16-eager,openai-community/gpt2,0.009,0.0086026239395141,116.456,3021029.975,328.804,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.553,6.51,0
4bit-gptq-exllama-v1-eager,openai-community/gpt2,0.011,0.0084674558639526,117.738,3312136.06,216.903,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPT2LMHeadModel,0.545,6.51,0
float32-eager,openai-community/gpt2,0.01,0.008394751548767,119.481,2993825.576,652.631,pytorch,float32,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.54,6.51,0
float32-eager,openai-community/gpt2,0.009,0.0082606077194213,120.417,2911708.822,620.357,pytorch,float32,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.531,6.51,0
float16-eager,openai-community/gpt2,0.009,0.0079482879638671,123.94,3279586.557,328.804,pytorch,float16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.515,6.51,0
4bit-awq-exllama-v2-eager,openai-community/gpt2,0.009,0.0079144959449768,124.892,3205949.371,328.809,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,0.512,6.51,0
4bit-awq-gemm-eager,openai-community/gpt2,0.009,0.007988224029541,125.154,3333048.405,328.809,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPT2LMHeadModel,0.511,6.51,0
4bit-awq-gemv-eager,openai-community/gpt2,0.009,0.0077301759719848,128.137,3240965.288,328.809,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPT2LMHeadModel,0.499,6.51,0
float16-fa2,openai-community/gpt2,0.008,0.0077619199752807,128.476,3407409.899,344.086,pytorch,float16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,0.498,6.51,0
4bit-awq-exllama-v1-eager,openai-community/gpt2,0.009,0.0077076478004455,128.822,3353396.876,328.809,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,0.496,6.51,0
4bit-awq-exllama-v1-fa2,openai-community/gpt2,0.008,0.0077803521156311,129.081,3555102.195,344.086,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,0.498,6.51,0
4bit-awq-exllama-v2-fa2,openai-community/gpt2,0.008,0.0075202560424804,131.49,3466322.52,344.086,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,0.484,6.51,0
4bit-awq-gemv-fa2,openai-community/gpt2,0.008,0.0075151357650756,132.104,3498339.49,344.086,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPT2LMHeadModel,0.485,6.51,0
bfloat16-fa2,openai-community/gpt2,0.008,0.00747110414505,132.596,3366980.184,344.086,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,0.482,6.51,0
4bit-awq-gemm-fa2,openai-community/gpt2,0.008,0.0074895358085632,132.742,3561973.674,344.086,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPT2LMHeadModel,0.483,6.51,0
bfloat16-fa2,openai-community/gpt2,0.008,0.0073830399513244,135.76,3569203.55,328.799,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,0.473,6.51,0
float16-fa2,openai-community/gpt2,0.008,0.0074056000709533,135.856,3543460.329,328.799,pytorch,float16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,0.474,6.51,0
4bit-awq-exllama-v1-sdpa,openai-community/gpt2,0.008,0.0072263679504394,138.921,3707694.257,344.086,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPT2LMHeadModel,0.463,6.51,0
4bit-awq-gemm-sdpa,openai-community/gpt2,0.008,0.007208447933197,139.432,3764055.182,344.086,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GPT2LMHeadModel,0.461,6.51,0
4bit-gptq-exllama-v2-fa2,openai-community/gpt2,0.009,0.0070783998966217,139.654,3753118.06,216.903,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPT2LMHeadModel,0.458,6.51,0
4bit-gptq-exllama-v1-fa2,openai-community/gpt2,0.009,0.0070502400398254,140.332,3845329.556,216.903,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPT2LMHeadModel,0.457,6.51,0
4bit-awq-gemv-fa2,openai-community/gpt2,0.007,0.0069376001358032,142.343,3813962.411,328.805,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPT2LMHeadModel,0.448,6.51,0
float16-sdpa,openai-community/gpt2,0.008,0.0069519357681274,142.434,3566427.564,344.086,pytorch,float16,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,0.449,6.51,0
4bit-awq-gemv-sdpa,openai-community/gpt2,0.008,0.0069150719642639,142.837,3831194.385,344.086,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,GPT2LMHeadModel,0.449,6.51,0
4bit-awq-exllama-v2-fa2,openai-community/gpt2,0.007,0.0069314560890197,143.047,3812482.881,328.805,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,0.445,6.51,0
bfloat16-sdpa,openai-community/gpt2,0.007,0.0069918718338012,143.624,3716802.648,344.086,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,0.448,6.51,0
4bit-awq-exllama-v2-sdpa,openai-community/gpt2,0.008,0.0069253439903259,143.762,3765479.74,344.086,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPT2LMHeadModel,0.445,6.51,0
4bit-awq-exllama-v1-fa2,openai-community/gpt2,0.007,0.0067737598419189,145.575,3772727.252,328.805,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,0.436,6.51,0
float32-sdpa,openai-community/gpt2,0.008,0.0068392958641052,146.167,3544570.437,652.631,pytorch,float32,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,0.441,6.51,0
4bit-gptq-exllama-v1-sdpa,openai-community/gpt2,0.008,0.0068341760635375,147.026,3936847.868,216.903,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GPT2LMHeadModel,0.438,6.51,0
4bit-gptq-exllama-v2-sdpa,openai-community/gpt2,0.009,0.0068065280914306,147.3,4002971.752,216.903,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GPT2LMHeadModel,0.437,6.51,0
4bit-awq-gemm-fa2,openai-community/gpt2,0.007,0.0066918401718139,148.755,3908484.175,328.805,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPT2LMHeadModel,0.43,6.51,0
bfloat16-sdpa,openai-community/gpt2,0.007,0.0066846718788146,150.158,3796820.596,319.016,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,0.429,6.51,0
4bit-awq-exllama-v1-sdpa,openai-community/gpt2,0.007,0.0066191358566284,150.829,3996071.075,319.016,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPT2LMHeadModel,0.424,6.51,0
4bit-awq-gemm-sdpa,openai-community/gpt2,0.007,0.0066129279136657,151.809,4044075.076,319.016,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GPT2LMHeadModel,0.423,6.51,0
float16-sdpa,openai-community/gpt2,0.007,0.0064512000083923,153.145,3857834.606,319.016,pytorch,float16,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,0.417,6.51,0
4bit-awq-exllama-v2-sdpa,openai-community/gpt2,0.007,0.0063559999465942,155.342,3956583.834,319.016,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPT2LMHeadModel,0.413,6.51,0
4bit-awq-gemv-sdpa,openai-community/gpt2,0.007,0.0063385601043701,155.892,3997715.658,319.016,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,GPT2LMHeadModel,0.407,6.51,0
float32-sdpa,openai-community/gpt2,0.008,0.0063334879875183,157.655,3664176.668,601.376,pytorch,float32,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,0.407,6.51,0
