Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-awq-exllama-v1-eager,Deci/DeciLM-7B,1.288,0.0269864959716796,37.137,752880.767,4251.03,pytorch,float16,AWQ.4bit,Eager,No Kernel,DeciLMForCausalLM,2.989,14.95,7
4bit-awq-exllama-v1-eager,Deci/DeciLM-7B,1.288,0.0262420482635498,37.757,707842.189,4251.03,pytorch,float16,AWQ.4bit,Eager,No Kernel,DeciLMForCausalLM,2.954,14.95,7
4bit-gptq-exllama-v2-eager,Deci/DeciLM-7B,0.112,0.026404351234436,38.06,745145.591,4373.845,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,DeciLMForCausalLM,1.769,14.95,7
4bit-awq-exllama-v1-fa2,Deci/DeciLM-7B,1.288,0.0259220476150512,38.333,718142.764,4251.03,pytorch,float16,AWQ.4bit,FAv2,No Kernel,DeciLMForCausalLM,2.93,14.95,7
4bit-gptq-exllama-v1-eager,Deci/DeciLM-7B,0.111,0.026065408706665,38.403,739277.078,4373.845,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,DeciLMForCausalLM,1.753,14.95,7
4bit-gptq-exllama-v1-fa2,Deci/DeciLM-7B,0.111,0.0255856647491455,38.576,730278.806,4373.845,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,DeciLMForCausalLM,1.733,14.95,7
4bit-awq-gemm-fa2,mistralai/Mistral-7B-v0.1,0.619,0.5822586669921875,1.717,23315.939,5324.908,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,MistralForCausalLM,37.303,14.52,7
4bit-awq-gemm-eager,mistralai/Mistral-7B-v0.1,0.618,0.581843994140625,1.718,23048.858,5324.909,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,MistralForCausalLM,37.272,14.52,7
4bit-awq-gemm-sdpa,mistralai/Mistral-7B-v0.1,0.616,0.5803335571289062,1.722,23347.602,5324.908,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,MistralForCausalLM,37.179,14.52,7
4bit-gptq-exllama-v2-fa2,mistralai/Mistral-7B-v0.1,0.35,0.3118530578613281,3.206,43317.144,5098.333,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,MistralForCausalLM,20.002,14.52,7
4bit-gptq-exllama-v1-fa2,mistralai/Mistral-7B-v0.1,0.35,0.3115284423828125,3.209,43611.412,5098.333,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,MistralForCausalLM,19.979,14.52,7
4bit-gptq-exllama-v1-eager,mistralai/Mistral-7B-v0.1,0.343,0.2991708068847656,3.342,44086.94,5098.334,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,MistralForCausalLM,19.191,14.52,7
4bit-gptq-exllama-v2-eager,mistralai/Mistral-7B-v0.1,0.343,0.2991022033691406,3.343,44383.228,5098.334,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,MistralForCausalLM,19.188,14.52,7
4bit-gptq-exllama-v1-sdpa,mistralai/Mistral-7B-v0.1,0.341,0.2988759155273437,3.346,42626.301,5098.333,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,MistralForCausalLM,19.17,14.52,7
4bit-gptq-exllama-v2-sdpa,mistralai/Mistral-7B-v0.1,0.339,0.2987468872070312,3.347,44321.077,5098.333,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,MistralForCausalLM,19.162,14.52,7
8bit-bnb-eager,mistralai/Mistral-7B-v0.1,0.115,0.1126348800659179,8.826,201961.061,8159.549,pytorch,float16,BnB.8bit,Eager,No Kernel,MistralForCausalLM,7.249,14.52,7
8bit-bnb-fa2,mistralai/Mistral-7B-v0.1,0.11,0.1106760025024414,8.958,210974.818,8159.532,pytorch,float16,BnB.8bit,FAv2,No Kernel,MistralForCausalLM,7.091,14.52,7
8bit-bnb-sdpa,mistralai/Mistral-7B-v0.1,0.11,0.108798973083496,9.145,215476.591,8159.532,pytorch,float16,BnB.8bit,SDPA,No Kernel,MistralForCausalLM,7.001,14.52,7
4bit-bnb-fa2,mistralai/Mistral-7B-v0.1,0.349,0.0657213439941406,15.246,319004.073,5087.173,pytorch,float16,BnB.4bit,FAv2,No Kernel,MistralForCausalLM,4.499,14.52,7
4bit-bnb-eager,mistralai/Mistral-7B-v0.1,0.341,0.0634572792053222,15.69,321755.425,5087.304,pytorch,float16,BnB.4bit,Eager,No Kernel,MistralForCausalLM,4.349,14.52,7
4bit-bnb-sdpa,mistralai/Mistral-7B-v0.1,0.337,0.0629340171813964,15.943,324518.207,5087.173,pytorch,float16,BnB.4bit,SDPA,No Kernel,MistralForCausalLM,4.279,14.52,7
bfloat16-fa2,mistralai/Mistral-7B-v0.1,0.089,0.0496291847229003,20.09,323519.703,15134.114,pytorch,bfloat16,Unquantized,FAv2,No Kernel,MistralForCausalLM,3.221,14.52,7
float16-fa2,mistralai/Mistral-7B-v0.1,0.088,0.0495564804077148,20.094,320495.212,15134.114,pytorch,float16,Unquantized,FAv2,No Kernel,MistralForCausalLM,3.224,14.52,7
bfloat16-eager,mistralai/Mistral-7B-v0.1,0.085,0.0377333755493164,26.488,384890.483,15134.14,pytorch,bfloat16,Unquantized,Eager,No Kernel,MistralForCausalLM,2.464,14.52,7
float16-eager,mistralai/Mistral-7B-v0.1,0.084,0.0376145935058593,26.567,378426.906,15134.124,pytorch,float16,Unquantized,Eager,No Kernel,MistralForCausalLM,2.454,14.52,7
4bit-awq-gemv-fa2,mistralai/Mistral-7B-v0.1,0.114,0.0375234565734863,26.865,557258.605,4274.693,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,MistralForCausalLM,2.467,14.52,7
bfloat16-sdpa,mistralai/Mistral-7B-v0.1,0.08,0.037184513092041,26.868,387772.351,15134.098,pytorch,bfloat16,Unquantized,SDPA,No Kernel,MistralForCausalLM,2.424,14.52,7
float16-sdpa,mistralai/Mistral-7B-v0.1,0.081,0.0371527671813964,26.9,379407.386,15134.098,pytorch,float16,Unquantized,SDPA,No Kernel,MistralForCausalLM,2.422,14.52,7
4bit-awq-exllama-v2-fa2,mistralai/Mistral-7B-v0.1,0.122,0.0365567989349365,27.469,621840.287,4366.181,pytorch,float16,AWQ.4bit,FAv2,No Kernel,MistralForCausalLM,2.421,14.52,7
4bit-awq-gemv-eager,mistralai/Mistral-7B-v0.1,0.111,0.0351047687530517,28.236,568745.956,4274.824,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,MistralForCausalLM,2.34,14.52,7
4bit-awq-exllama-v1-eager,mistralai/Mistral-7B-v0.1,1.326,0.0351861763000488,28.62,592352.105,4244.546,pytorch,float16,AWQ.4bit,Eager,No Kernel,MistralForCausalLM,3.532,14.52,7
4bit-awq-exllama-v1-fa2,mistralai/Mistral-7B-v0.1,1.331,0.0344145908355712,28.854,564436.69,4244.546,pytorch,float16,AWQ.4bit,FAv2,No Kernel,MistralForCausalLM,3.512,14.52,7
4bit-awq-exllama-v2-eager,mistralai/Mistral-7B-v0.1,0.118,0.0339993591308593,29.686,656752.995,4366.181,pytorch,float16,AWQ.4bit,Eager,No Kernel,MistralForCausalLM,2.254,14.52,7
4bit-awq-gemv-sdpa,mistralai/Mistral-7B-v0.1,0.107,0.0310891523361206,31.984,627156.112,4274.693,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,MistralForCausalLM,2.073,14.52,7
4bit-awq-exllama-v1-sdpa,mistralai/Mistral-7B-v0.1,1.323,0.0301255674362182,32.959,624501.103,4244.546,pytorch,float16,AWQ.4bit,SDPA,No Kernel,MistralForCausalLM,3.232,14.52,7
4bit-awq-exllama-v2-sdpa,mistralai/Mistral-7B-v0.1,0.115,0.0300318717956542,33.173,720589.05,4366.181,pytorch,float16,AWQ.4bit,SDPA,No Kernel,MistralForCausalLM,2.013,14.52,7
4bit-awq-gemm-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.773,0.727773193359375,1.374,18484.764,6382.565,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,MistralForCausalLM,46.626,14.2,8
4bit-awq-gemm-eager,TencentARC/Mistral_Pro_8B_v0.1,0.771,0.7269785766601562,1.375,18744.722,6382.566,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,MistralForCausalLM,46.575,14.2,8
4bit-awq-gemm-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.768,0.7233239135742188,1.382,18817.726,6382.565,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,MistralForCausalLM,46.343,14.2,8
4bit-gptq-exllama-v2-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.437,0.3888384094238281,2.571,35034.418,6157.952,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,MistralForCausalLM,24.937,14.2,8
4bit-gptq-exllama-v1-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.437,0.388748291015625,2.572,35038.316,6157.952,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,MistralForCausalLM,24.931,14.2,8
4bit-gptq-exllama-v2-eager,TencentARC/Mistral_Pro_8B_v0.1,0.428,0.373291015625,2.679,35646.111,6157.953,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,MistralForCausalLM,23.946,14.2,8
4bit-gptq-exllama-v1-eager,TencentARC/Mistral_Pro_8B_v0.1,0.428,0.3731507263183594,2.68,35718.536,6157.953,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,MistralForCausalLM,23.937,14.2,8
4bit-gptq-exllama-v1-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.424,0.3728138122558593,2.682,35337.83,6157.952,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,MistralForCausalLM,23.912,14.2,8
4bit-gptq-exllama-v2-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.424,0.3728250732421875,2.682,35401.024,6157.952,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,MistralForCausalLM,23.913,14.2,8
8bit-bnb-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.143,0.1442201538085937,6.921,168007.833,10056.901,pytorch,float16,BnB.8bit,FAv2,No Kernel,MistralForCausalLM,9.217,14.2,8
8bit-bnb-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.143,0.143204345703125,7.027,173011.776,10056.901,pytorch,float16,BnB.8bit,SDPA,No Kernel,MistralForCausalLM,9.116,14.2,8
8bit-bnb-eager,TencentARC/Mistral_Pro_8B_v0.1,0.14,0.1392619476318359,7.134,172662.103,10056.919,pytorch,float16,BnB.8bit,Eager,No Kernel,MistralForCausalLM,8.968,14.2,8
4bit-bnb-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.435,0.084602912902832,11.999,259569.17,6130.076,pytorch,float16,BnB.4bit,FAv2,No Kernel,MistralForCausalLM,5.73,14.2,8
4bit-bnb-eager,TencentARC/Mistral_Pro_8B_v0.1,0.424,0.0817295379638671,12.075,260779.846,6130.207,pytorch,float16,BnB.4bit,Eager,No Kernel,MistralForCausalLM,5.64,14.2,8
4bit-bnb-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.42,0.0790732803344726,12.565,269402.391,6130.076,pytorch,float16,BnB.4bit,SDPA,No Kernel,MistralForCausalLM,5.418,14.2,8
float16-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.109,0.0604067840576171,16.489,274028.33,18774.938,pytorch,float16,Unquantized,FAv2,No Kernel,MistralForCausalLM,3.928,14.2,8
bfloat16-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.109,0.0602050552368164,16.54,278482.956,18774.938,pytorch,bfloat16,Unquantized,FAv2,No Kernel,MistralForCausalLM,3.912,14.2,8
float16-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.109,0.0582911987304687,17.127,270448.574,18075.792,pytorch,float16,Unquantized,FAv2,No Kernel,MistralForCausalLM,3.787,14.2,8
bfloat16-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.109,0.0577981433868408,17.257,276293.63,18075.792,pytorch,bfloat16,Unquantized,FAv2,No Kernel,MistralForCausalLM,3.755,14.2,8
bfloat16-eager,TencentARC/Mistral_Pro_8B_v0.1,0.106,0.0464921607971191,21.493,316179.02,18075.792,pytorch,bfloat16,Unquantized,Eager,No Kernel,MistralForCausalLM,3.037,14.2,8
bfloat16-eager,TencentARC/Mistral_Pro_8B_v0.1,0.106,0.0464824333190918,21.503,319930.322,18774.964,pytorch,bfloat16,Unquantized,Eager,No Kernel,MistralForCausalLM,3.035,14.2,8
float16-eager,TencentARC/Mistral_Pro_8B_v0.1,0.105,0.0463677444458007,21.537,313299.088,18075.792,pytorch,float16,Unquantized,Eager,No Kernel,MistralForCausalLM,3.03,14.2,8
float16-eager,TencentARC/Mistral_Pro_8B_v0.1,0.104,0.0463052787780761,21.591,317464.847,18774.948,pytorch,float16,Unquantized,Eager,No Kernel,MistralForCausalLM,3.022,14.2,8
float16-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.1,0.0459386863708496,21.758,310073.438,18075.792,pytorch,float16,Unquantized,SDPA,No Kernel,MistralForCausalLM,2.996,14.2,8
bfloat16-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.1,0.0459376640319824,21.761,315607.344,18075.792,pytorch,bfloat16,Unquantized,SDPA,No Kernel,MistralForCausalLM,2.995,14.2,8
bfloat16-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.1,0.0459110412597656,21.766,321977.597,18774.922,pytorch,bfloat16,Unquantized,SDPA,No Kernel,MistralForCausalLM,2.993,14.2,8
float16-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.1,0.045825023651123,21.81,316808.524,18774.922,pytorch,float16,Unquantized,SDPA,No Kernel,MistralForCausalLM,2.988,14.2,8
4bit-awq-gemv-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.142,0.0456442890167236,22.038,455286.471,5189.71,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,MistralForCausalLM,3.021,14.2,8
4bit-awq-exllama-v1-fa2,TencentARC/Mistral_Pro_8B_v0.1,1.661,0.0447590408325195,22.501,448773.554,5159.564,pytorch,float16,AWQ.4bit,FAv2,No Kernel,MistralForCausalLM,4.462,14.2,8
4bit-awq-exllama-v2-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.151,0.0433638401031494,22.946,514114.019,5281.199,pytorch,float16,AWQ.4bit,FAv2,No Kernel,MistralForCausalLM,2.895,14.2,8
4bit-gptq-exllama-v1-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.148,0.0432947196960449,23.121,479786.837,5283.624,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,MistralForCausalLM,2.872,14.2,8
4bit-awq-gemv-eager,TencentARC/Mistral_Pro_8B_v0.1,0.138,0.0431160316467285,23.348,479896.391,5189.841,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,MistralForCausalLM,2.838,14.2,8
4bit-gptq-exllama-v2-fa2,TencentARC/Mistral_Pro_8B_v0.1,0.148,0.0425584640502929,23.687,479545.74,5283.624,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,MistralForCausalLM,2.814,14.2,8
4bit-awq-exllama-v2-eager,TencentARC/Mistral_Pro_8B_v0.1,0.147,0.0422000656127929,23.816,539959.89,5281.199,pytorch,float16,AWQ.4bit,Eager,No Kernel,MistralForCausalLM,2.803,14.2,8
4bit-gptq-exllama-v2-eager,TencentARC/Mistral_Pro_8B_v0.1,0.144,0.0411448326110839,24.353,502851.589,5283.624,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,MistralForCausalLM,2.731,14.2,8
4bit-awq-exllama-v1-eager,TencentARC/Mistral_Pro_8B_v0.1,1.655,0.0402621440887451,24.691,479900.686,5159.564,pytorch,float16,AWQ.4bit,Eager,No Kernel,MistralForCausalLM,4.205,14.2,8
4bit-gptq-exllama-v1-eager,TencentARC/Mistral_Pro_8B_v0.1,0.144,0.0397368335723876,24.985,500362.962,5283.624,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,MistralForCausalLM,2.646,14.2,8
4bit-awq-gemv-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.133,0.0393943042755126,25.598,514161.459,5189.71,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,MistralForCausalLM,2.611,14.2,8
4bit-awq-exllama-v2-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.143,0.0370457592010498,26.791,572821.235,5281.199,pytorch,float16,AWQ.4bit,SDPA,No Kernel,MistralForCausalLM,2.492,14.2,8
4bit-gptq-exllama-v2-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.14,0.037338623046875,26.941,538076.991,5283.624,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,MistralForCausalLM,2.493,14.2,8
4bit-awq-exllama-v1-sdpa,TencentARC/Mistral_Pro_8B_v0.1,1.652,0.036261375427246,27.398,506151.195,5159.564,pytorch,float16,AWQ.4bit,SDPA,No Kernel,MistralForCausalLM,3.953,14.2,8
4bit-gptq-exllama-v1-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.14,0.035224063873291,28.19,536214.44,5283.624,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,MistralForCausalLM,2.37,14.2,8
4bit-awq-gemm-eager,stabilityai/stablelm-2-12b,1.017,0.9444280395507813,1.059,14286.452,8715.666,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,StableLmForCausalLM,60.522,13.86,12
4bit-awq-gemm-sdpa,stabilityai/stablelm-2-12b,1.013,0.9401558837890625,1.064,14561.739,8715.665,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,StableLmForCausalLM,60.246,13.86,12
4bit-awq-gemm-fa2,stabilityai/stablelm-2-12b,1.012,0.9387591552734376,1.065,14486.522,8715.665,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,StableLmForCausalLM,60.158,13.86,12
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-2-12b,0.553,0.4789575805664062,2.088,27811.518,8449.786,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,StableLmForCausalLM,30.725,13.86,12
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-2-12b,0.553,0.4788428649902344,2.088,27920.96,8449.786,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,StableLmForCausalLM,30.719,13.86,12
4bit-gptq-exllama-v1-sdpa,stabilityai/stablelm-2-12b,0.548,0.4785172424316406,2.09,27819.005,8449.785,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,StableLmForCausalLM,30.696,13.86,12
4bit-gptq-exllama-v2-sdpa,stabilityai/stablelm-2-12b,0.548,0.4784250793457031,2.09,27906.922,8449.785,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,StableLmForCausalLM,30.689,13.86,12
4bit-gptq-exllama-v1-fa2,stabilityai/stablelm-2-12b,0.547,0.4772515869140625,2.095,27822.08,8449.785,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,StableLmForCausalLM,30.615,13.86,12
4bit-gptq-exllama-v2-fa2,stabilityai/stablelm-2-12b,0.547,0.4772567138671875,2.095,27892.523,8449.785,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,StableLmForCausalLM,30.616,13.86,12
8bit-bnb-eager,stabilityai/stablelm-2-12b,0.23,0.2070210571289062,4.882,122805.465,13522.719,pytorch,float16,BnB.8bit,Eager,No Kernel,StableLmForCausalLM,13.164,13.86,12
8bit-bnb-sdpa,stabilityai/stablelm-2-12b,0.22,0.1941258239746093,5.118,127539.549,13522.717,pytorch,float16,BnB.8bit,SDPA,No Kernel,StableLmForCausalLM,12.499,13.86,12
8bit-bnb-fa2,stabilityai/stablelm-2-12b,0.216,0.1907752990722656,5.221,129730.778,13517.526,pytorch,float16,BnB.8bit,FAv2,No Kernel,StableLmForCausalLM,12.247,13.86,12
4bit-bnb-eager,stabilityai/stablelm-2-12b,0.529,0.1409464263916015,7.113,162765.133,8412.838,pytorch,float16,BnB.4bit,Eager,No Kernel,StableLmForCausalLM,9.38,13.86,12
4bit-bnb-sdpa,stabilityai/stablelm-2-12b,0.524,0.1354219512939453,7.34,165004.775,8412.707,pytorch,float16,BnB.4bit,SDPA,No Kernel,StableLmForCausalLM,9.077,13.86,12
4bit-bnb-fa2,stabilityai/stablelm-2-12b,0.523,0.1333698577880859,7.454,172737.686,8412.707,pytorch,float16,BnB.4bit,FAv2,No Kernel,StableLmForCausalLM,8.926,13.86,12
4bit-awq-gemv-eager,stabilityai/stablelm-2-12b,0.183,0.0714787826538085,13.919,283787.146,8031.215,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,StableLmForCausalLM,4.713,13.86,12
4bit-awq-exllama-v1-eager,stabilityai/stablelm-2-12b,2.136,0.0690150413513183,14.324,304439.632,7985.446,pytorch,float16,AWQ.4bit,Eager,No Kernel,StableLmForCausalLM,6.522,13.86,12
4bit-awq-exllama-v2-eager,stabilityai/stablelm-2-12b,0.191,0.0691266593933105,14.419,329863.676,8130.543,pytorch,float16,AWQ.4bit,Eager,No Kernel,StableLmForCausalLM,4.559,13.86,12
4bit-awq-exllama-v1-fa2,stabilityai/stablelm-2-12b,2.135,0.0680366096496582,14.599,315696.661,7979.646,pytorch,float16,AWQ.4bit,FAv2,No Kernel,StableLmForCausalLM,6.442,13.86,12
4bit-awq-gemv-fa2,stabilityai/stablelm-2-12b,0.182,0.067991039276123,14.642,304943.353,8029.904,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,StableLmForCausalLM,4.485,13.86,12
4bit-awq-exllama-v2-fa2,stabilityai/stablelm-2-12b,0.189,0.0664289283752441,15.013,337917.079,8124.743,pytorch,float16,AWQ.4bit,FAv2,No Kernel,StableLmForCausalLM,4.387,13.86,12
4bit-awq-gemv-sdpa,stabilityai/stablelm-2-12b,0.179,0.0663536643981933,15.026,314640.466,8030.69,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,StableLmForCausalLM,4.373,13.86,12
4bit-awq-exllama-v2-sdpa,stabilityai/stablelm-2-12b,0.187,0.0653562850952148,15.258,343408.562,8125.53,pytorch,float16,AWQ.4bit,SDPA,No Kernel,StableLmForCausalLM,4.317,13.86,12
4bit-awq-exllama-v1-sdpa,stabilityai/stablelm-2-12b,2.132,0.0642237434387207,15.488,317649.742,7980.432,pytorch,float16,AWQ.4bit,SDPA,No Kernel,StableLmForCausalLM,6.199,13.86,12
4bit-awq-gemm-eager,01-ai/Yi-6B,0.512,0.4781598815917969,2.091,29557.958,4557.795,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,30.647,13.6,6
4bit-awq-gemm-sdpa,01-ai/Yi-6B,0.509,0.4755691528320312,2.101,29946.055,4557.794,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,30.48,13.6,6
4bit-awq-gemm-fa2,01-ai/Yi-6B,0.507,0.4746004333496094,2.106,29736.105,4557.794,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,30.42,13.6,6
4bit-gptq-exllama-v2-eager,01-ai/Yi-6B,0.281,0.2399406127929687,4.167,55464.726,4383.673,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,15.4,13.6,6
4bit-gptq-exllama-v1-eager,01-ai/Yi-6B,0.28,0.2399088592529296,4.167,54950.407,4383.673,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,15.397,13.6,6
4bit-gptq-exllama-v1-sdpa,01-ai/Yi-6B,0.277,0.2395125732421875,4.174,55463.427,4383.672,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,15.37,13.6,6
4bit-gptq-exllama-v2-sdpa,01-ai/Yi-6B,0.277,0.2395095062255859,4.174,55642.625,4383.672,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,15.369,13.6,6
4bit-gptq-exllama-v1-fa2,01-ai/Yi-6B,0.277,0.2388735961914062,4.185,55739.185,4383.672,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,15.329,13.6,6
4bit-gptq-exllama-v2-fa2,01-ai/Yi-6B,0.276,0.2388582458496093,4.186,55446.813,4383.672,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,15.329,13.6,6
8bit-bnb-eager,01-ai/Yi-6B,0.124,0.124979133605957,8.071,211093.006,6883.612,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.927,13.6,6
8bit-bnb-sdpa,01-ai/Yi-6B,0.116,0.1151231994628906,8.663,220527.161,6883.612,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.389,13.6,6
8bit-bnb-fa2,01-ai/Yi-6B,0.112,0.1121638412475586,8.897,216826.28,6883.612,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.193,13.6,6
8bit-bnb-eager,01-ai/Yi-6B,0.112,0.1120455665588378,8.92,218254.911,6816.509,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.195,13.6,6
8bit-bnb-fa2,01-ai/Yi-6B,0.113,0.1119508476257324,8.957,229929.75,6816.509,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.142,13.6,6
8bit-bnb-sdpa,01-ai/Yi-6B,0.113,0.1110435829162597,9.033,224540.611,6816.509,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.093,13.6,6
4bit-bnb-eager,01-ai/Yi-6B,0.276,0.0691404800415039,14.196,329893.376,4344.191,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.675,13.6,6
4bit-bnb-sdpa,01-ai/Yi-6B,0.273,0.0664463348388672,14.857,343150.408,4344.06,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.518,13.6,6
4bit-bnb-fa2,01-ai/Yi-6B,0.272,0.0653322219848632,15.036,348208.786,4344.06,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,4.429,13.6,6
4bit-bnb-fa2,01-ai/Yi-6B,0.275,0.0517432327270507,19.401,424086.797,4535.119,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,3.521,13.6,6
4bit-bnb-eager,01-ai/Yi-6B,0.274,0.0505149421691894,19.636,413581.559,4535.25,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,3.483,13.6,6
4bit-bnb-sdpa,01-ai/Yi-6B,0.27,0.047108097076416,21.016,428956.893,4535.119,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,3.263,13.6,6
4bit-awq-gemm-eager,01-ai/Yi-6B,0.09,0.03941939163208,25.491,582880.007,4101.549,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,2.548,13.6,6
4bit-awq-gemm-fa2,01-ai/Yi-6B,0.089,0.0370135040283203,27.184,617838.509,4101.549,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,2.403,13.6,6
